Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,Shelter Repair Beneficiaries Selected,"First Distribution (6,000 PHP)","Second Distribution (4,000 PHP)",CGI,Shelter Repair Closeout / Completed,Shelter Tool Kits,Sanitation Kits,Core Shelter Beneficiaries Selected,Construction Started,Wooden Shelter (Core Shelter),Half Concrete (Core Shelter),Core Shelter PDM,Relocation Beneficiaries Selected,Relocation Completed,Relocation PDM,Training- Skilled Labour
060600000,060617000,060617009,German Red Cross,Antique,Tibiao,Martinez,,6/25/14,249,,,,,,,146,,,,,,,,
060600000,060617000,060617009,German Red Cross,Antique,Tibiao,Martinez,,7/7/14,,,,249,,,,,,,,,,,,
060600000,060617000,060617009,German Red Cross,Antique,Tibiao,Martinez,,7/8/14,,249,,,,,,,,,,,,,,
060600000,060617000,060617010,German Red Cross,Antique,Tibiao,Natividad,,6/13/14,117,,,,,,,61,,,,,,,,
060600000,060617000,060617010,German Red Cross,Antique,Tibiao,Natividad,,7/7/14,,,,117,,,,,,,,,,,,
060600000,060617000,060617010,German Red Cross,Antique,Tibiao,Natividad,,7/8/14,,117,,,,,,,,,,,,,,
060600000,060617000,060617016,German Red Cross,Antique,Tibiao,San Isidro,,6/26/14,111,,,,,,,18,,,,,,,,
061900000,061904000,061904003,German Red Cross,Capiz,Dumarao,Aglanot,,6/25/14,131,,,,,,,63,,,,,,,,
061900000,061904000,061904003,German Red Cross,Capiz,Dumarao,Aglanot,,7/3/14,,131,,,,,,,,,,,,,,
061900000,061904000,061904003,German Red Cross,Capiz,Dumarao,Aglanot,,7/5/14,,,,131,,,,,,,,,,,,
061900000,061904000,061904021,German Red Cross,Capiz,Dumarao,Lawaan,,6/25/14,179,,,,,,,73,,,,,,,,
061900000,061904000,061904021,German Red Cross,Capiz,Dumarao,Lawaan,,7/3/14,,179,,,,,,,,,,,,,,
061900000,061904000,061904021,German Red Cross,Capiz,Dumarao,Lawaan,,7/4/14,,,,179,,,,,,,,,,,,
061900000,061904000,061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,,6/25/14,190,,,,,,,113,,,,,,,,
061900000,061904000,061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,,7/3/14,,190,,,,,,,,,,,,,,
061900000,061904000,061904030,German Red Cross,Capiz,Dumarao,Sagrada Familia,,7/4/14,,,,190,,,,,,,,,,,,
061900000,061909000,061909001,IFRC,Capiz,Panay,Agbalo,,6/12/14,105,,,,,,,36,,,,,,,,
061900000,061909000,061909001,IFRC,Capiz,Panay,Agbalo,,7/30/14,,104,,,,,,,,,,,,,,
061900000,061909000,061909004,IFRC,Capiz,Panay,Anhawon,,6/12/14,59,,,,,,,32,,,,,,,,
061900000,061909000,061909004,IFRC,Capiz,Panay,Anhawon,,7/30/14,,59,,,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,3/27/14,13,,,,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,4/8/14,,,,13,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,5/22/14,,13,,,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,5/29/14,40,,,,,,,42,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,6/4/14,,,13,,13,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,6/16/14,,40,,,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,6/20/14,,,,40,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,7/17/14,,,40,,40,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,3/27/14,13,,,,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,4/8/14,,,,13,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,5/22/14,,12,,,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,5/29/14,33,,,,,,,10,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,6/4/14,,,12,,12,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,6/16/14,,31,,,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,6/20/14,,,,31,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,7/17/14,,,31,,33,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,4/4/14,4,,,,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,4/9/14,,,,4,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,5/22/14,,4,,,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,5/30/14,15,,,,,,,7,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,6/4/14,,,4,,4,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,6/16/14,,14,,,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,6/20/14,,,,14,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,7/17/14,,,14,,15,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,4/4/14,8,,,,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,4/8/14,,,,8,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,4/26/14,,,,,,,,16,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,5/22/14,,8,,,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,5/30/14,35,,,,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,6/4/14,,,8,,8,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,6/16/14,,35,,,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,6/20/14,,,,35,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,7/17/14,,,35,,35,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,4/7/14,16,,,,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,4/8/14,,,,16,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,4/10/14,,,,,,,,12,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,5/22/14,,16,,,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,5/30/14,24,,,,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,6/4/14,,,16,,16,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,6/16/14,,24,,,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,6/20/14,,,,24,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,7/17/14,,,24,,24,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,3/29/14,11,,,,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,4/8/14,,,,11,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,4/23/14,,,,,,,,43,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,5/22/14,,11,,,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,5/27/14,28,,,,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,6/4/14,,,11,,11,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,6/16/14,,28,,,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,6/20/14,,,,28,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,7/17/14,,,28,,28,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,4/2/14,13,,,,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,4/8/14,,,,13,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,5/22/14,,13,,,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,5/29/14,72,,,,,,,20,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,6/4/14,,,13,,13,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,6/16/14,,70,,,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,6/20/14,,,,70,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,7/17/14,,,70,,72,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,3/28/14,13,,,,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,4/8/14,,,,13,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,4/14/14,,,,,,,,24,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,5/22/14,,13,,,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,5/27/14,50,,,,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,6/4/14,,,13,,13,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,6/16/14,,50,,,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,6/20/14,,,,50,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,7/17/14,,,50,,50,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,3/29/14,13,,,,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,4/8/14,,,,13,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,5/22/14,,13,,,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,5/27/14,48,,,,,,,21,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,6/4/14,,,13,,13,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,6/16/14,,46,,,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,6/20/14,,,,46,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,7/17/14,,,46,,48,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,4/1/14,10,,,,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,4/8/14,,,,10,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,5/22/14,,10,,,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,5/29/14,51,,,,,,,41,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,6/4/14,,,10,,10,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,6/16/14,,51,,,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,6/20/14,,,,51,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,7/17/14,,,51,,51,,,,,,,,,,,
061900000,061909000,061909030,IFRC,Capiz,Panay,Lomboy,,6/12/14,110,,,,,,,24,,,,,,,,
061900000,061909000,061909030,IFRC,Capiz,Panay,Lomboy,,7/30/14,,110,,,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,3/28/14,5,,,,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,4/8/14,,,,5,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,5/22/14,,5,,,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,5/30/14,51,,,,,,,28,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,6/4/14,,,5,,5,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,6/16/14,,51,,,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,6/20/14,,,,51,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,7/17/14,,,51,,51,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,4/4/14,3,,,,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,4/9/14,,,,3,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,5/22/14,,3,,,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,5/27/14,61,,,,,,,37,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,6/4/14,,,3,,3,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,6/16/14,,61,,,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,6/20/14,,,,61,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,7/17/14,,,61,,61,,,,,,,,,,,
061900000,061909000,061909035,IFRC,Capiz,Panay,Pili,,6/12/14,23,,,,,,,13,,,,,,,,
061900000,061909000,061909035,IFRC,Capiz,Panay,Pili,,7/30/14,,23,,,,,,,,,,,,,,
061900000,061910000,061910003,IFRC,Capiz,Panitan,Agloway,,6/27/14,66,,,,,,,52,,,,,,,,
061900000,061910000,061910003,IFRC,Capiz,Panitan,Agloway,,7/30/14,,66,,,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,4/3/14,1,,,,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,4/9/14,,,,1,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,5/22/14,,1,,,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,6/1/14,71,,,,,,,42,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,6/4/14,,,1,,1,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/4/14,,,,,,,,,1,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/9/14,,70,,,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/15/14,,,,,,,,,,,1,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/25/14,,,,70,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/30/14,,,70,,70,,,,,,,,,,,
061900000,061910000,061910005,IFRC,Capiz,Panitan,Bahit,,6/27/14,149,,,,,,,31,,,,,,,,
061900000,061910000,061910005,IFRC,Capiz,Panitan,Bahit,,7/30/14,,149,,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,4/2/14,21,,,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,4/9/14,,,,21,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,5/22/14,,21,,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,5/23/14,,,,,,,,32,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,5/31/14,62,,,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,6/4/14,,,21,,21,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,7/9/14,,62,,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,7/26/14,,,,62,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,7/29/14,,,,,,,,,1,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,7/30/14,,,62,,62,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,4/4/14,15,,,,,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,4/9/14,,,,15,,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,5/22/14,,15,,,,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,5/31/14,63,,,,,,,21,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,6/4/14,,,15,,15,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,7/9/14,,63,,,,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,7/25/14,,,,63,,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,7/30/14,,,63,,63,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,4/4/14,3,,,,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,4/9/14,,,,3,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,5/22/14,,3,,,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,6/1/14,45,,,,,,,29,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,6/4/14,,,3,,3,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/4/14,,,,,,,,,1,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/9/14,,44,,,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/15/14,,,,,,,,,,,1,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/25/14,,,,44,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/30/14,,,44,,44,,,,,,,,,,,
061900000,061910000,061910010,IFRC,Capiz,Panitan,Cadio,,6/27/14,101,,,,,,,36,,,,,,,,
061900000,061910000,061910010,IFRC,Capiz,Panitan,Cadio,,7/30/14,,100,,,,,,,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,6/1/14,71,,,,,,,32,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,7/9/14,,71,,,,,,,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,7/26/14,,,,71,,,,,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,7/30/14,,,71,,71,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,4/2/14,13,,,,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,4/9/14,,,,13,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,5/22/14,,13,,,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,6/1/14,96,,,,,,,36,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,6/4/14,,,13,,13,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,7/9/14,,94,,,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,7/26/14,,,,94,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,7/29/14,,,,,,,,,1,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,7/30/14,,,94,,94,,,,,,,,,,,
061900000,061910000,061910014,IFRC,Capiz,Panitan,Conciencia,,6/27/14,145,,,,,,,52,,,,,,,,
061900000,061910000,061910014,IFRC,Capiz,Panitan,Conciencia,,7/30/14,,145,,,,,,,,,,,,,,
061900000,061910000,061910015,IFRC,Capiz,Panitan,Ensenagan,,6/27/14,102,,,,,,,35,,,,,,,,
061900000,061910000,061910015,IFRC,Capiz,Panitan,Ensenagan,,7/30/14,,102,,,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,4/3/14,9,,,,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,4/9/14,,,,9,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,5/22/14,,9,,,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,6/1/14,20,,,,,,,13,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,6/4/14,,,9,,9,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,7/9/14,,20,,,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,7/26/14,,,,20,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,7/30/14,,,20,,20,,,,,,,,,,,
061900000,061910000,061910020,IFRC,Capiz,Panitan,Quios,,6/27/14,81,,,,,,,60,,,,,,,,
061900000,061910000,061910020,IFRC,Capiz,Panitan,Quios,,7/30/14,,81,,,,,,,,,,,,,,
061900000,061910000,061910025,IFRC,Capiz,Panitan,Tincupon,,6/27/14,145,,,,,,,68,,,,,,,,
061900000,061910000,061910025,IFRC,Capiz,Panitan,Tincupon,,7/30/14,,144,,,,,,,,,,,,,,
061900000,061917000,061917008,German Red Cross,Capiz,Tapaz,Artuz,,5/19/14,136,,,136,,,,87,,,,,,,,
061900000,061917000,061917008,German Red Cross,Capiz,Tapaz,Artuz,,5/27/14,,136,,,,,,,,,,,,,,
061900000,061917000,061917008,German Red Cross,Capiz,Tapaz,Artuz,,6/19/14,,,136,,136,,,,,,,,,,,
061900000,061917000,061917036,German Red Cross,Capiz,Tapaz,Roxas,,5/2/14,114,,,,,,,94,,,,,,,,
061900000,061917000,061917036,German Red Cross,Capiz,Tapaz,Roxas,,5/19/14,,,,114,,,,,,,,,,,,
061900000,061917000,061917036,German Red Cross,Capiz,Tapaz,Roxas,,5/27/14,,114,,,,,,,,,,,,,,
061900000,061917000,061917036,German Red Cross,Capiz,Tapaz,Roxas,,6/19/14,,,114,,114,,,,,,,,,,,
061900000,061917000,061917036,German Red Cross,Capiz,Tapaz,Roxas,,7/25/14,,,,,,,,,2,,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,5/13/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,5/22/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,5/29/14,109,109,,,,,,,,,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,6/3/14,,,,,,,,2,,2,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,6/6/14,,,,106,,,,,,,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,6/13/14,,,,,,,,4,,4,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,6/24/14,,,,,,,,3,,3,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,7/5/14,,,,,,,,2,,2,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,7/8/14,,,109,,106,,,,,,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,7/8/14,30,30,,30,,,,,,,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,7/8/14,,,,3,3,,,,,,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,7/26/14,,,,,,,,3,,3,,,,,,
072200000,072209000,072209001,German Red Cross,Cebu,Bantayan,Atop-atop,,7/30/14,,,,,,,,4,4,,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,6/18/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,6/20/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/7/14,,,,76,,,,,,,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/8/14,83,76,,,,,,,,,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/12/14,,,,,,,,,,1,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/13/14,,,,,,,,2,,1,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/24/14,,4,,,,,,,,,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/25/14,,3,,,,,,,,,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/26/14,,,,7,,,,,,,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/28/14,,,,,,,,2,,2,,,,,,
072200000,072209000,072209003,German Red Cross,Cebu,Bantayan,Baod,,7/31/14,,,,,,,,2,2,,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,6/17/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,6/18/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/7/14,,,,60,,,,,,,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/8/14,,,,,,,,2,,2,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/8/14,61,60,,,,,,,,,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/23/14,,1,,,,,,,,,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/26/14,,,,1,,,,,,,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/29/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209009,German Red Cross,Cebu,Bantayan,Guiwanon,,7/30/14,,,,,,,,1,,1,,,,,,
072200000,072209000,072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,,5/23/14,,,,,,,,1,,1,,,,,,
