Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,HH Support Beneficiaries Selected,"First Installment (conditional PHP 6,000)","Second Installment (conditional PHP 4,000)",HH Support PDM,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Selection of Enterprise,Beneficiary Submitted Business Plan,Enterprise Support Completed (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,6/2/14,65,,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,7/1/14,,65,,,,,,,,,,,,
061900000,061909000,061909006,IFRC,Capiz,Panay,Bago Chiquito,,7/12/14,,,,65,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,6/2/14,54,,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,7/1/14,,52,,,,,,,,,,,,
061900000,061909000,061909007,IFRC,Capiz,Panay,Bago Grande,,7/14/14,,,,52,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,6/3/14,34,,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,7/1/14,,32,,,,,,,,,,,,
061900000,061909000,061909008,IFRC,Capiz,Panay,Bahit,,7/16/14,,,,32,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,6/3/14,52,,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,7/1/14,,51,,,,,,,,,,,,
061900000,061909000,061909011,IFRC,Capiz,Panay,Binangig,,7/16/14,,,,51,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,6/3/14,40,,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,7/1/14,,38,,,,,,,,,,,,
061900000,061909000,061909012,IFRC,Capiz,Panay,Binantuan,,7/15/14,,,,38,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,6/2/14,59,,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,7/1/14,,59,,,,,,,,,,,,
061900000,061909000,061909017,IFRC,Capiz,Panay,Cabugao Oeste,,7/15/14,,,,59,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,6/3/14,77,,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,7/1/14,,75,,,,,,,,,,,,
061900000,061909000,061909020,IFRC,Capiz,Panay,Candual,,7/15/14,,,,75,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,6/2/14,111,,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,7/1/14,,109,,,,,,,,,,,,
061900000,061909000,061909022,IFRC,Capiz,Panay,Daga,,7/16/14,,,,109,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,6/3/14,67,,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,7/1/14,,67,,,,,,,,,,,,
061900000,061909000,061909027,IFRC,Capiz,Panay,Libon,,7/15/14,,,,67,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,6/2/14,89,,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,7/1/14,,88,,,,,,,,,,,,
061900000,061909000,061909028,IFRC,Capiz,Panay,Linao,,7/14/14,,,,88,,,,,,,,,,
061900000,061909000,061909030,IFRC,Capiz,Panay,Lomboy,,6/14/14,41,,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,6/2/14,99,,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,7/1/14,,99,,,,,,,,,,,,
061900000,061909000,061909031,IFRC,Capiz,Panay,Lus-Onan,,7/14/14,,,,99,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,6/3/14,97,,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,7/1/14,,97,,,,,,,,,,,,
061900000,061909000,061909032,IFRC,Capiz,Panay,Magubilan,,7/16/14,,,,97,,,,,,,,,,
061900000,061909000,061909035,IFRC,Capiz,Panay,Pili,,6/14/14,25,,,,,,,,,,,,,
061900000,061902000,061902003,IFRC,Capiz,Dao,Agtanguay,,7/22/14,90,,,,,,,,,,,,,
061900000,061902000,061902012,IFRC,Capiz,Dao,Lacaron,,7/22/14,157,,,,,,,,,,,,,
061900000,061902000,061902017,IFRC,Capiz,Dao,Nasunogan,,7/22/14,185,,,,,,,,,,,,,
061900000,061902000,061902020,IFRC,Capiz,Dao,Quinabcaban,,7/22/14,100,,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,6/4/14,115,,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/1/14,,115,,,,,,,,,,,,
061900000,061910000,061910004,IFRC,Capiz,Panitan,Ambilay,,7/18/14,,,,115,,,,,,,,,,
061900000,061910000,061910005,IFRC,Capiz,Panitan,Bahit,,6/20/14,169,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,6/4/14,85,,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,7/1/14,,85,,,,,,,,,,,,
061900000,061910000,061910006,IFRC,Capiz,Panitan,Balatucan,,7/17/14,,,,85,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,6/4/14,177,,,,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,7/18/14,,,,177,,,,,,,,,,
061900000,061910000,061910009,IFRC,Capiz,Panitan,Cabangahan,,7/1/14,,177,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,6/4/14,90,,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/1/14,,88,,,,,,,,,,,,
061900000,061910000,061910008,IFRC,Capiz,Panitan,Cabugao,,7/15/14,,,,88,,,,,,,,,,
061900000,061910000,061910010,IFRC,Capiz,Panitan,Cadio,,6/20/14,101,,,,,,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,6/4/14,80,,,,,,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,7/1/14,,77,,,,,,,,,,,,
061900000,061910000,061910011,IFRC,Capiz,Panitan,Cala-an,,7/17/14,,,,77,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,6/4/14,162,,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,7/1/14,,160,,,,,,,,,,,,
061900000,061910000,061910012,IFRC,Capiz,Panitan,Capagao,,7/17/14,,,,160,,,,,,,,,,
061900000,061910000,061910014,IFRC,Capiz,Panitan,Conciencia,,6/25/14,171,,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,6/4/14,44,,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,7/1/14,,44,,,,,,,,,,,,
061900000,061910000,061910017,IFRC,Capiz,Panitan,Pasugue,,7/17/14,,,,44,,,,,,,,,,
061900000,061910000,061910020,IFRC,Capiz,Panitan,Quios,,6/20/14,98,,,,,,,,,,,,,
061900000,061910000,061910025,IFRC,Capiz,Panitan,Tincupon,,6/25/14,169,,,,,,,,,,,,,
