Admin2,Admin3,Admin4,Partner,prov,municip,brgy,loc_notes,date,Shelter Repair Beneficiaries Selected,"First Distribution (6,000 PHP)","Second Distribution (4,000 PHP)",CGI,Shelter Repair Closeout / Completed,Shelter Tool Kits,Sanitation Kits,Core Shelter Beneficiaries Selected,Construction Started,Wooden Shelter (Core Shelter),Half Concrete (Core Shelter),Core Shelter PDM,Relocation Beneficiaries Selected,Relocation Completed,Relocation PDM,Training- Skilled Labour,Additional Comments 
082600000,082607000,082607028,ICRC,Eastern Samar,General Macarthur,Aguinaldo,,7/25/14,,,,,,,,69,,,,,,,,,
082600000,082607000,082607002,ICRC,Eastern Samar,General Macarthur,Binalay,,7/25/14,,,,,,,,43,,,,,,,,,
082600000,082607000,082607005,ICRC,Eastern Samar,General Macarthur,Domrog,,7/25/14,,,,,,,,81,,,,,,,,,
082600000,082607000,082607008,ICRC,Eastern Samar,General Macarthur,Osme–a,,7/25/14,,,,,,,,45,,,,,,,,,
082600000,082607000,082607020,ICRC,Eastern Samar,General Macarthur,Quirino,,7/25/14,,,,,,,,40,,,,,,,,,
082600000,082607000,082607019,ICRC,Eastern Samar,General Macarthur,Roxas,,7/25/14,,,,,,,,30,,,,,,,,,
082600000,082607000,082607022,ICRC,Eastern Samar,General Macarthur,San Roque,,7/25/14,,,,,,,,19,,,,,,,,,
082600000,082607000,082607023,ICRC,Eastern Samar,General Macarthur,Santa Cruz (Opong),,7/25/14,,,,,,,,46,,,,,,,,,
082600000,082607000,082607024,ICRC,Eastern Samar,General Macarthur,Santa Fe,,7/25/14,,,,,,,,12,,,,,,,,,
082600000,082607000,082607025,ICRC,Eastern Samar,General Macarthur,Tugop,,7/25/14,,,,,,,,28,,,,,,,,,
082600000,082607000,082607026,ICRC,Eastern Samar,General Macarthur,Vigan,,7/25/14,,,,,,,,46,,,,,,,,,
082600000,082608000,082608008,ICRC,Eastern Samar,Giporlos,Biga,,7/25/14,,,,,,,,137,,85,,,,,,,
082600000,082608000,082608008,ICRC,Eastern Samar,Giporlos,Biga,,7/25/14,,,,,,,,,27,,,,,,,,
082600000,082608000,082608011,ICRC,Eastern Samar,Giporlos,Huknan,,7/25/14,,,,,,,,60,,,,,,,,,
082600000,082608000,082608015,ICRC,Eastern Samar,Giporlos,President Roxas,,7/25/14,,,,,,,,45,,24,,,,,,,
082600000,082608000,082608015,ICRC,Eastern Samar,Giporlos,President Roxas,,7/25/14,,,,,,,,,12,,,,,,,,
082600000,082608000,082608017,ICRC,Eastern Samar,Giporlos,San Miguel,,7/25/14,,,,,,,,45,,13,,,,,,,
082600000,082608000,082608017,ICRC,Eastern Samar,Giporlos,San Miguel,,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082608000,082608018,ICRC,Eastern Samar,Giporlos,Santa Cruz (Cansingkol),,7/25/14,,,,,,,,57,,54,,,,,,,
082600000,082608000,082608018,ICRC,Eastern Samar,Giporlos,Santa Cruz (Cansingkol),,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082609000,082609002,ICRC,Eastern Samar,Guiuan,Bagua,,7/25/14,,,,,,,,44,,15,,,,,,,
082600000,082609000,082609004,ICRC,Eastern Samar,Guiuan,Banahao,,7/25/14,,,,,,,,39,,4,,,,,,,
082600000,082609000,082609004,ICRC,Eastern Samar,Guiuan,Banahao,,7/25/14,,,,,,,,,8,,,,,,,,
082600000,082609000,082609007,ICRC,Eastern Samar,Guiuan,Bitaugan,,7/25/14,,,,,,,,36,,7,,,,,,,
082600000,082609000,082609007,ICRC,Eastern Samar,Guiuan,Bitaugan,,7/25/14,,,,,,,,,5,,,,,,,,
082600000,082609000,082609011,ICRC,Eastern Samar,Guiuan,Cagdara-o,,7/25/14,,,,,,,,46,,7,,,,,,,
082600000,082609000,082609011,ICRC,Eastern Samar,Guiuan,Cagdara-o,,7/25/14,,,,,,,,,5,,,,,,,,
082600000,082609000,082609012,ICRC,Eastern Samar,Guiuan,Cagusu-an,,7/25/14,,,,,,,,57,,8,,,,,,,
082600000,082609000,082609012,ICRC,Eastern Samar,Guiuan,Cagusu-an,,7/25/14,,,,,,,,,15,,,,,,,,
082600000,082609000,082609058,ICRC,Eastern Samar,Guiuan,Canawayon,,7/25/14,,,,,,,,50,,2,,,,,,,
082600000,082609000,082609058,ICRC,Eastern Samar,Guiuan,Canawayon,,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082609000,082609015,ICRC,Eastern Samar,Guiuan,Cantahay,,7/25/14,,,,,,,,169,,13,,,,,,,
082600000,082609000,082609015,ICRC,Eastern Samar,Guiuan,Cantahay,,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082609000,082609017,ICRC,Eastern Samar,Guiuan,Casuguran,,7/25/14,,,,,,,,79,,5,,,,,,,
082600000,082609000,082609017,ICRC,Eastern Samar,Guiuan,Casuguran,,7/25/14,,,,,,,,,4,,,,,,,,
082600000,082609000,082609018,ICRC,Eastern Samar,Guiuan,Cogon,,7/25/14,,,,,,,,99,,2,,,,,,,
082600000,082609000,082609018,ICRC,Eastern Samar,Guiuan,Cogon,,7/25/14,,,,,,,,,6,,,,,,,,
082600000,082609000,082609019,ICRC,Eastern Samar,Guiuan,Culasi,,7/25/14,,,,,,,,42,,5,,,,,,,
082600000,082609000,082609019,ICRC,Eastern Samar,Guiuan,Culasi,,7/25/14,,,,,,,,,4,,,,,,,,
082600000,082609000,082609022,ICRC,Eastern Samar,Guiuan,Gahoy,,7/25/14,,,,,,,,49,,6,,,,,,,
082600000,082609000,082609022,ICRC,Eastern Samar,Guiuan,Gahoy,,7/25/14,,,,,,,,,12,,,,,,,,
082600000,082609000,082609045,ICRC,Eastern Samar,Guiuan,San Antonio,,7/25/14,,,,,,,,38,,4,,,,,,,
082600000,082609000,082609064,ICRC,Eastern Samar,Guiuan,Tagporo,,7/25/14,,,,,,,,75,,12,,,,,,,
082600000,082609000,082609064,ICRC,Eastern Samar,Guiuan,Tagporo,,7/25/14,,,,,,,,,15,,,,,,,,
082600000,082609000,082609055,ICRC,Eastern Samar,Guiuan,Timala,,7/25/14,,,,,,,,39,,7,,,,,,,
082600000,082609000,082609055,ICRC,Eastern Samar,Guiuan,Timala,,7/25/14,,,,,,,,,9,,,,,,,,
082600000,082616000,082616001,ICRC,Eastern Samar,Mercedes,Anuron,,7/25/14,,,,,,,,85,,13,,,,,,,
082600000,082616000,082616001,ICRC,Eastern Samar,Mercedes,Anuron,,7/25/14,,,,,,,,,10,,,,,,,,
082600000,082616000,082616002,ICRC,Eastern Samar,Mercedes,Banuyo,,7/25/14,,,,,,,,46,,34,,,,,,,
082600000,082616000,082616002,ICRC,Eastern Samar,Mercedes,Banuyo,,7/25/14,,,,,,,,,12,,,,,,,,
082600000,082616000,082616014,ICRC,Eastern Samar,Mercedes,Barangay 4 Poblacion,,7/25/14,,,,,,,,39,,8,,,,,,,
082600000,082616000,082616014,ICRC,Eastern Samar,Mercedes,Barangay 4 Poblacion,,7/25/14,,,,,,,,,7,,,,,,,,
082600000,082616000,082616003,ICRC,Eastern Samar,Mercedes,Bobon,,7/25/14,,,,,,,,34,,16,,,,,,,
082600000,082616000,082616003,ICRC,Eastern Samar,Mercedes,Bobon,,7/25/14,,,,,,,,,18,,,,,,,,
082600000,082616000,082616006,ICRC,Eastern Samar,Mercedes,Cabunga-an,,7/25/14,,,,,,,,37,,36,,,,,,,
082600000,082616000,082616006,ICRC,Eastern Samar,Mercedes,Cabunga-an,,7/25/14,,,,,,,,,1,,,,,,,,
082600000,082616000,082616007,ICRC,Eastern Samar,Mercedes,Cambante,,7/25/14,,,,,,,,54,,31,,,,,,,
082600000,082616000,082616007,ICRC,Eastern Samar,Mercedes,Cambante,,7/25/14,,,,,,,,,22,,,,,,,,
082600000,082616000,082616013,ICRC,Eastern Samar,Mercedes,Palamrag (Cabiliri-an),,7/25/14,,,,,,,,84,,9,,,,,,,
082600000,082616000,082616013,ICRC,Eastern Samar,Mercedes,Palamrag (Cabiliri-an),,7/25/14,,,,,,,,,5,,,,,,,,
082600000,082616000,082616011,ICRC,Eastern Samar,Mercedes,San Jose,,7/25/14,,,,,,,,46,,36,,,,,,,
082600000,082616000,082616011,ICRC,Eastern Samar,Mercedes,San Jose,,7/25/14,,,,,,,,,10,,,,,,,,
082600000,082616000,082616016,ICRC,Eastern Samar,Mercedes,San Roque,,7/25/14,,,,,,,,50,,19,,,,,,,
082600000,082616000,082616016,ICRC,Eastern Samar,Mercedes,San Roque,,7/25/14,,,,,,,,,15,,,,,,,,
082600000,082616000,082616012,ICRC,Eastern Samar,Mercedes,Sung-an,,7/25/14,,,,,,,,72,,31,,,,,,,
082600000,082616000,082616012,ICRC,Eastern Samar,Mercedes,Sung-an,,7/25/14,,,,,,,,,11,,,,,,,,
082600000,082618000,082618001,ICRC,Eastern Samar,Quinapondan,Anislag,,7/25/14,,,,,,,,77,,37,,,,,,,
082600000,082618000,082618001,ICRC,Eastern Samar,Quinapondan,Anislag,,7/25/14,,,,,,,,,13,,,,,,,,
082600000,082618000,082618024,ICRC,Eastern Samar,Quinapondan,Barangay No. 6 (Pob.),,7/25/14,,,,,,,,78,,56,,,,,,,
082600000,082618000,082618024,ICRC,Eastern Samar,Quinapondan,Barangay No. 6 (Pob.),,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082618000,082618025,ICRC,Eastern Samar,Quinapondan,Barangay No. 7 (Pob.),,7/25/14,,,,,,,,121,,64,,,,,,,
082600000,082618000,082618025,ICRC,Eastern Samar,Quinapondan,Barangay No. 7 (Pob.),,7/25/14,,,,,,,,,4,,,,,,,,
082600000,082618000,082618011,ICRC,Eastern Samar,Quinapondan,Cambilla,,7/25/14,,,,,,,,53,,26,,,,,,,
082600000,082618000,082618011,ICRC,Eastern Samar,Quinapondan,Cambilla,,7/25/14,,,,,,,,,15,,,,,,,,
082600000,082618000,082618012,ICRC,Eastern Samar,Quinapondan,Cantenio,,7/25/14,,,,,,,,29,,19,,,,,,,
082600000,082618000,082618012,ICRC,Eastern Samar,Quinapondan,Cantenio,,7/25/14,,,,,,,,,2,,,,,,,,
082600000,082618000,#N/A,ICRC,Eastern Samar,Quinapondan,mabini,,7/25/14,,,,,,,,32,,31,,,,,,,
082600000,082618000,#N/A,ICRC,Eastern Samar,Quinapondan,mabini,,7/25/14,,,,,,,,,1,,,,,,,,
082600000,082618000,082618014,ICRC,Eastern Samar,Quinapondan,Naga,,7/25/14,,,,,,,,59,,46,,,,,,,
082600000,082618000,082618022,ICRC,Eastern Samar,Quinapondan,Palactad (Valley),,7/25/14,,,,,,,,73,,59,,,,,,,
082600000,082618000,082618022,ICRC,Eastern Samar,Quinapondan,Palactad (Valley),,7/25/14,,,,,,,,,5,,,,,,,,
082600000,082619000,082619002,ICRC,Eastern Samar,Salcedo,Alog,,7/25/14,,,,,,,,20,,12,,,,,,,
082600000,082619000,082619002,ICRC,Eastern Samar,Salcedo,Alog,,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082619000,082619023,ICRC,Eastern Samar,Salcedo,Cagaut,,7/25/14,,,,,,,,79,,65,,,,,,,
082600000,082619000,082619023,ICRC,Eastern Samar,Salcedo,Cagaut,,7/25/14,,,,,,,,,12,,,,,,,,
082600000,082619000,082619026,ICRC,Eastern Samar,Salcedo,Carapdapan,,7/25/14,,,,,,,,35,,27,,,,,,,
082600000,082619000,082619026,ICRC,Eastern Samar,Salcedo,Carapdapan,,7/25/14,,,,,,,,,5,,,,,,,,
082600000,082619000,082619028,ICRC,Eastern Samar,Salcedo,Casili-on,,7/25/14,,,,,,,,75,,52,,,,,,,
082600000,082619000,082619028,ICRC,Eastern Samar,Salcedo,Casili-on,,7/25/14,,,,,,,,,18,,,,,,,,
082600000,082619000,082619033,ICRC,Eastern Samar,Salcedo,Maliwaliw,,7/25/14,,,,,,,,58,,7,,,,,,,
082600000,082619000,082619033,ICRC,Eastern Samar,Salcedo,Maliwaliw,,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082619000,082619035,ICRC,Eastern Samar,Salcedo,Matarinao,,7/25/14,,,,,,,,70,,14,,,,,,,
082600000,082619000,082619035,ICRC,Eastern Samar,Salcedo,Matarinao,,7/25/14,,,,,,,,,11,,,,,,,,
082600000,082619000,082619037,ICRC,Eastern Samar,Salcedo,Naparaan,,7/25/14,,,,,,,,167,,49,,,,,,,
082600000,082619000,082619037,ICRC,Eastern Samar,Salcedo,Naparaan,,7/25/14,,,,,,,,,14,,,,,,,,
082600000,082619000,082619046,ICRC,Eastern Samar,Salcedo,San Roque (Bugay),,7/25/14,,,,,,,,35,,17,,,,,,,
082600000,082619000,082619046,ICRC,Eastern Samar,Salcedo,San Roque (Bugay),,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082619000,082619041,ICRC,Eastern Samar,Salcedo,Seguinon,,7/25/14,,,,,,,,33,,29,,,,,,,
082600000,082619000,082619041,ICRC,Eastern Samar,Salcedo,Seguinon,,7/25/14,,,,,,,,,3,,,,,,,,
082600000,082619000,082619049,ICRC,Eastern Samar,Salcedo,Tacla-on,,7/25/14,,,,,,,,54,,45,,,,,,,
082600000,082619000,082619049,ICRC,Eastern Samar,Salcedo,Tacla-on,,7/25/14,,,,,,,,,15,,,,,,,,
082600000,082619000,082619050,ICRC,Eastern Samar,Salcedo,Tagbacan,,7/25/14,,,,,,,,58,,40,,,,,,,
082600000,082619000,082619050,ICRC,Eastern Samar,Salcedo,Tagbacan,,7/25/14,,,,,,,,,10,,,,,,,,
082600000,082619000,082619052,ICRC,Eastern Samar,Salcedo,Talangdawan,,7/25/14,,,,,,,,35,,35,,,,,,,
086000000,086002000,086002001,Spanish Red Cross,Samar (Western Samar),Basey,Amandayehan,,7/25/14,,,,,,,,,8,5,,,,,,,
086000000,086002000,086002003,Spanish Red Cross,Samar (Western Samar),Basey,Bacubac,,7/25/14,,,,,,,,10,,10,,,,,,,
086000000,086002000,086002045,Spanish Red Cross,Samar (Western Samar),Basey,Serum,,7/25/14,,,,,,,,,8,10,,,,,,,
086000000,086002000,086002046,Spanish Red Cross,Samar (Western Samar),Basey,Sugca,,7/25/14,,,,,,,,,,1,,,,,,,
086000000,086002000,086002049,Spanish Red Cross,Samar (Western Samar),Basey,Tingib,,7/25/14,,,,,,,,,4,5,,,,,,,
086000000,086010000,086010024,Spanish Red Cross,Samar (Western Samar),Marabut,Veloso,,7/25/14,,,,,,,,,7,7,,,,,,,
086000000,086002000,086002051,Spanish Red Cross,Samar (Western Samar),Basey,Binongtu-an,,7/26/14,,,,,,,,,8,3,,,,,,,
060400000,060402000,060402006,Spanish Red Cross,Aklan,Balete,Feliciano,,,158,,,,,,,75,,,,,,,,,
060400000,060402000,060402007,Spanish Red Cross,Aklan,Balete,Fulgencio,,,195,,,,,,,82,,,,,,,,,
060400000,060403000,060403002,IFRC,Aklan,Banga,Bacan,,,3,,,,,,,26,,,,,,,,,
060400000,060403000,060403004,IFRC,Aklan,Banga,Cerrudo,,,49,,,,,,,11,,,,,,,,,
060400000,060403000,060403005,IFRC,Aklan,Banga,Cupang,,,14,,,,,,,,,,,,,,,,
060400000,060403000,060403009,IFRC,Aklan,Banga,Dingle,,,,,,,,,,31,,,,,,,,,
060400000,060403000,060403010,IFRC,Aklan,Banga,Jumarap,,,44,,,,,,,15,,,,,,,,,
060400000,060403000,060403012,IFRC,Aklan,Banga,Libas,,,57,,,,,,,11,,,,,,,,,
060400000,060403000,060403014,IFRC,Aklan,Banga,Mambog,,,75,,,,,,,23,,,,,,,,,
060400000,060403000,060403015,IFRC,Aklan,Banga,Mangan,,,17,,,,,,,8,,,,,,,,,
060400000,060403000,060403016,IFRC,Aklan,Banga,Muguing,,,25,,,,,,,6,,,,,,,,,
060400000,060403000,060403017,IFRC,Aklan,Banga,Pagsanghan,,,17,,,,,,,4,,,,,,,,,
060400000,060403000,060403018,IFRC,Aklan,Banga,Palale,,,23,,,,,,,,,,,,,,,,
060400000,060403000,060403023,IFRC,Aklan,Banga,Sibalew,,,57,,,,,,,3,,,,,,,,,
060400000,060403000,060403024,IFRC,Aklan,Banga,Sigcay,,,31,,,,,,,5,,,,,,,,,
060400000,060403000,060403025,IFRC,Aklan,Banga,Taba-ao,,,27,,,,,,,6,,,,,,,,,
060400000,060403000,060403030,IFRC,Aklan,Banga,Venturanza,,,43,,,,,,,15,,,,,,,,,
060400000,060408000,060408001,Air Asia,Aklan,Lezo,Agcawilan,,,,,,,,,,33,,,,,,,,,
060400000,060408000,060408002,Air Asia,Aklan,Lezo,Bagto,,,,,,,,,,9,,,,,,,,,
060400000,060408000,060408003,Air Asia,Aklan,Lezo,Bugasongan,,,,,,,,,,4,,,,,,,,,
060400000,060408000,060408004,Air Asia,Aklan,Lezo,Carugdog,,,,,,,,,,20,,,,,,,,,
060400000,060408000,060408005,Air Asia,Aklan,Lezo,Cogon,,,,,,,,,,8,,,,,,,,,
060400000,060408000,060408006,Air Asia,Aklan,Lezo,Ibao,,,,,,,,,,21,,,,,,,,,
060400000,060408000,060408007,Air Asia,Aklan,Lezo,Mina,,,,,,,,,,9,,,,,,,,,
060400000,060408000,060408008,Air Asia,Aklan,Lezo,Poblacion,,,,,,,,,,12,,,,,,,,,
060400000,060408000,060408010,Air Asia,Aklan,Lezo,Santa Cruz Bigaa,,,,,,,,,,7,,,,,,,,,
060400000,060408000,060408011,Air Asia,Aklan,Lezo,Silakat-Nonok,,,,,,,,,,10,,,,,,,,,
060400000,060408000,060408012,Air Asia,Aklan,Lezo,Tayhawan,,,,,,,,,,11,,,,,,,,,
060400000,060410000,060410013,Spanish Red Cross,Aklan,Madalag,Maria Cristina,,,88,,,,,,,27,,,,,,,,,Finalization of beneficiaries still on going.
060400000,060415000,060415001,IFRC,Aklan,New Washington,Candelaria,,,41,,,,,,,22,,,,,,,,,For schedule of distribution.
060400000,060415000,060415003,IFRC,Aklan,New Washington,Dumaguit,,,70,,,,,,,27,,,,,,,,,For schedule of distribution.
060400000,060415000,060415005,IFRC,Aklan,New Washington,Guinbaliwan,,,52,,,,,,,,,,,,,,,,
060400000,060415000,060415006,IFRC,Aklan,New Washington,Jalas,,,66,,,,,,,41,,,,,,,,,For schedule of distribution.
060400000,060415000,060415008,IFRC,Aklan,New Washington,Lawa-an,,,41,,,,,,,41,,,,,,,,,For schedule of distribution.
060400000,060415000,060415011,IFRC,Aklan,New Washington,Ochando,,,64,,,,,,,,,,,,,,,,
060400000,060415000,060415012,IFRC,Aklan,New Washington,Pinamuk-an,,,68,,,,,,,,,,,,,,,,
060400000,060415000,060415015,IFRC,Aklan,New Washington,Puis,,,91,,,,,,,101,,,1,,,,,,For schedule of distribution.
083700000,083747000,083747127,AusAID,Leyte,Tacloban City (Capital),Barangay 93 (Bagacay),,,,,,,,,,100,,,,,,,,,
086000000,086002000,086002005,Spanish Red Cross,Samar (Western Samar),Basey,Basiao,,,,,,,,,,,7,,,,,,,,
086000000,086002000,086002018,Spanish Red Cross,Samar (Western Samar),Basey,Iba,,,,,,,,,,,9,,,,,,,,
086000000,086010000,086010016,Spanish Red Cross,Samar (Western Samar),Marabut,Binukyahan,,,,,,,,,,,6,,,,,,,,
086000000,086010000,086010002,Spanish Red Cross,Samar (Western Samar),Marabut,Caluwayan,,,,,,,,,,,5,,,,,,,,
086000000,086010000,086010011,Spanish Red Cross,Samar (Western Samar),Marabut,San Roque,,,,,,,,,,,2,,,,,,,,
